area,crimeType,count,year,month,day,hour,festival,riskLevel
Muthiahpuram,theft,2,2024,6,13,17,Vishu,moderate
Victoria Extension,vandalism,4,2024,8,10,22,,high
Nazreth,harassment,2,2023,2,6,7,Ayudha Pooja,low
Mattakadai,drug abuse,5,2024,2,28,23,,high
Athimarapatti,assault,10,2023,10,7,12,,low
Third Mile,assault,6,2023,6,23,15,New Year,high
Victoria Extension,assault,7,2024,12,21,20,,moderate
Pearl City,vandalism,8,2024,3,6,18,,low
Therespuram,theft,6,2024,4,2,5,Christmas,low
Beach Road,drug abuse,1,2024,2,7,22,Diwali,moderate
Muthiahpuram,theft,2,2023,10,17,5,,high
Athimarapatti,murder,1,2024,5,5,15,Diwali,low
Tiruchendur Road,assault,4,2024,4,20,8,New Year,moderate
Athimarapatti,harassment,5,2024,7,11,16,Christmas,high
Beach Road,murder,4,2024,1,2,5,Pongal,moderate
New Colony,murder,2,2023,1,9,4,Vishu,moderate
Pearl City,vandalism,8,2024,6,21,19,New Year,low
Tiruchendur Road,robbery,10,2023,2,25,6,Pongal,low
Bryant Nagar,vandalism,6,2024,9,19,10,New Year,high
Millerpuram,murder,4,2023,3,13,12,Ayudha Pooja,moderate
Athimarapatti,drug abuse,2,2023,11,27,16,Vishu,high
Bryant Nagar,assault,3,2023,1,31,12,Pongal,high
Therespuram,harassment,7,2024,10,9,3,Ayudha Pooja,moderate
Beach Road,vandalism,3,2023,2,18,19,Diwali,low
Athimarapatti,drug abuse,1,2023,5,24,20,Ayudha Pooja,moderate
Mattakadai,robbery,7,2023,10,21,19,Vishu,moderate
New Colony,harassment,5,2024,6,15,6,,moderate
Muthiahpuram,assault,3,2024,12,26,11,Ayudha Pooja,high
Athimarapatti,theft,8,2024,8,20,2,New Year,moderate
New Colony,murder,10,2024,11,20,1,,moderate
Tiruchendur Road,vandalism,4,2024,5,13,0,Christmas,low
Third Mile,vandalism,5,2024,6,30,1,,high
Bryant Nagar,theft,6,2023,5,24,3,New Year,low
Thoothukudi Port,drug abuse,5,2023,6,1,22,Diwali,low
Bryant Nagar,harassment,3,2023,7,3,22,Vishu,high
Victoria Extension,assault,2,2024,11,23,11,,low
Victoria Extension,assault,3,2024,11,4,4,Pongal,high
Tiruchendur Road,theft,1,2024,11,3,12,Pongal,high
New Colony,assault,5,2023,6,8,10,Diwali,moderate
Kovilpillai Nagar,murder,9,2024,7,25,18,Christmas,moderate
Muthiahpuram,assault,2,2024,9,27,7,Pongal,low
Nazreth,vandalism,9,2023,2,17,20,Pongal,high
Mattakadai,harassment,7,2023,4,16,19,,moderate
Mattakadai,murder,5,2024,6,6,12,Christmas,moderate
Millerpuram,vandalism,4,2024,4,28,2,Vishu,low
Muthiahpuram,theft,8,2024,12,23,9,Vishu,low
Bryant Nagar,drug abuse,3,2023,4,17,9,Ayudha Pooja,moderate
Nazreth,assault,1,2024,9,12,7,,moderate
Muthiahpuram,robbery,8,2023,8,4,0,Christmas,moderate
Millerpuram,vandalism,7,2024,9,11,4,Christmas,high
Tiruchendur Road,assault,5,2024,11,12,20,Ayudha Pooja,moderate
Thoothukudi Port,drug abuse,2,2024,11,5,18,Ayudha Pooja,low
Muthiahpuram,robbery,2,2024,11,12,21,Vishu,high
Kovilpillai Nagar,harassment,7,2023,7,17,3,New Year,low
Millerpuram,murder,3,2023,4,18,23,Diwali,moderate
Muthiahpuram,vandalism,5,2024,9,23,2,New Year,high
Kovilpillai Nagar,assault,10,2024,2,14,3,Vishu,moderate
Athimarapatti,theft,5,2024,4,27,21,Diwali,moderate
Beach Road,theft,8,2024,10,24,11,Christmas,high
Third Mile,assault,5,2024,10,3,12,Christmas,moderate
New Colony,harassment,3,2024,1,11,21,New Year,moderate
Beach Road,vandalism,3,2023,8,6,0,Vishu,low
Muthiahpuram,assault,10,2023,5,9,7,Diwali,low
Therespuram,murder,6,2024,9,27,10,Pongal,moderate
Bryant Nagar,murder,3,2024,7,6,3,New Year,low
Thoothukudi Port,vandalism,2,2023,3,3,21,Diwali,moderate
Pearl City,robbery,10,2023,7,27,4,Diwali,low
Tiruchendur Road,harassment,10,2024,12,3,21,Vishu,high
Athimarapatti,murder,6,2023,2,11,16,New Year,moderate
Kovilpillai Nagar,murder,2,2023,6,2,1,Diwali,moderate
Thoothukudi Port,harassment,9,2023,8,2,3,New Year,moderate
Athimarapatti,vandalism,8,2023,8,12,9,Pongal,high
Millerpuram,theft,9,2024,4,2,4,Pongal,high
Thoothukudi Port,harassment,2,2023,2,1,5,Ayudha Pooja,low
Victoria Extension,assault,10,2023,9,12,5,,high
Beach Road,assault,4,2024,1,10,12,,high
Therespuram,robbery,6,2023,8,6,16,Vishu,high
Thoothukudi Port,vandalism,5,2023,9,17,12,,low
Bryant Nagar,vandalism,7,2023,4,22,17,Ayudha Pooja,low
Kovilpillai Nagar,robbery,5,2023,3,5,17,Diwali,low
New Colony,harassment,1,2024,7,25,16,Pongal,high
Millerpuram,robbery,4,2023,2,13,21,New Year,low
Third Mile,robbery,2,2023,2,17,5,Diwali,moderate
Muthiahpuram,robbery,4,2023,6,28,18,Ayudha Pooja,low
Thoothukudi Port,harassment,1,2024,12,13,15,,high
Kovilpillai Nagar,theft,10,2024,8,3,9,Diwali,high
Third Mile,vandalism,6,2024,4,28,10,Vishu,low
Nazreth,assault,10,2024,7,4,11,,moderate
Athimarapatti,drug abuse,8,2024,10,31,1,Pongal,low
Athimarapatti,harassment,8,2024,5,19,3,Diwali,low
Muthiahpuram,assault,9,2024,6,10,8,New Year,high
Kovilpillai Nagar,assault,3,2024,8,15,7,,low
Millerpuram,harassment,2,2024,1,28,0,New Year,high
Mattakadai,murder,3,2024,5,19,7,New Year,high
Athimarapatti,drug abuse,6,2023,2,26,3,Pongal,low
Nazreth,assault,8,2023,3,1,20,Vishu,high
Pearl City,vandalism,9,2023,5,29,16,,moderate
Nazreth,harassment,4,2023,7,18,19,,high
Millerpuram,murder,8,2024,2,4,7,Christmas,low
Tiruchendur Road,robbery,5,2023,1,15,9,New Year,low
Pearl City,vandalism,4,2023,7,23,10,Ayudha Pooja,high
Muthiahpuram,murder,1,2023,1,16,5,Vishu,low
Mattakadai,harassment,10,2024,3,12,19,Pongal,high
Muthiahpuram,harassment,5,2023,4,2,20,New Year,high
Pearl City,harassment,9,2023,5,7,7,Vishu,low
Therespuram,murder,5,2024,1,3,13,Pongal,moderate
Kovilpillai Nagar,vandalism,7,2023,7,20,2,Diwali,high
Bryant Nagar,robbery,7,2023,8,15,16,Ayudha Pooja,low
Mattakadai,vandalism,1,2023,5,25,6,,high
Thoothukudi Port,murder,3,2023,11,6,20,New Year,moderate
Tiruchendur Road,robbery,1,2024,10,11,12,Diwali,moderate
Millerpuram,assault,2,2023,8,30,17,Pongal,high
Thoothukudi Port,murder,7,2024,1,27,3,,low
Mattakadai,murder,9,2024,6,16,2,Diwali,moderate
Millerpuram,robbery,9,2023,11,5,5,New Year,moderate
Nazreth,robbery,6,2023,6,10,16,Pongal,high
Millerpuram,murder,2,2024,8,14,17,Pongal,low
Athimarapatti,murder,1,2023,9,24,12,New Year,moderate
Kovilpillai Nagar,theft,1,2024,6,2,22,Pongal,low
Therespuram,harassment,7,2024,4,29,22,Vishu,moderate
New Colony,harassment,7,2024,7,19,18,Pongal,low
Beach Road,assault,1,2024,11,30,17,Pongal,low
Victoria Extension,theft,9,2023,7,18,4,Diwali,high
Third Mile,robbery,7,2024,10,17,20,Diwali,high
Pearl City,assault,9,2023,5,25,2,Ayudha Pooja,moderate
Therespuram,murder,10,2023,10,23,9,Diwali,moderate
Nazreth,vandalism,2,2023,2,26,19,,low
Kovilpillai Nagar,theft,1,2023,4,11,5,Pongal,moderate
Mattakadai,assault,1,2024,10,21,12,Christmas,low
Beach Road,harassment,9,2023,2,7,22,Vishu,high
Tiruchendur Road,robbery,5,2023,8,27,10,Christmas,moderate
Beach Road,drug abuse,8,2023,6,26,19,Ayudha Pooja,high
Tiruchendur Road,murder,5,2024,7,13,9,,moderate
Muthiahpuram,drug abuse,7,2024,12,17,20,New Year,moderate
Bryant Nagar,murder,3,2023,10,31,1,Christmas,moderate
Nazreth,harassment,5,2024,2,22,23,Ayudha Pooja,low
Athimarapatti,drug abuse,8,2023,1,7,4,Diwali,moderate
Muthiahpuram,robbery,1,2024,2,19,1,Vishu,moderate
Kovilpillai Nagar,theft,1,2024,3,11,12,Christmas,high
Pearl City,drug abuse,1,2023,11,8,20,,high
Bryant Nagar,robbery,2,2023,2,17,17,Ayudha Pooja,high
Third Mile,murder,8,2023,7,27,12,Christmas,high
Beach Road,harassment,8,2023,9,16,11,New Year,low
Mattakadai,murder,4,2023,8,2,2,Ayudha Pooja,low
Tiruchendur Road,drug abuse,3,2023,3,24,11,Ayudha Pooja,high
Muthiahpuram,vandalism,10,2024,2,28,4,Christmas,high
Third Mile,harassment,8,2023,11,12,20,Ayudha Pooja,moderate
Muthiahpuram,harassment,3,2023,9,15,4,New Year,high
Tiruchendur Road,vandalism,3,2024,4,18,5,,high
Pearl City,vandalism,3,2024,7,6,13,Ayudha Pooja,low
Muthiahpuram,vandalism,9,2024,12,6,22,Vishu,low
Muthiahpuram,harassment,6,2023,5,4,21,Pongal,moderate
Pearl City,theft,9,2024,10,13,20,Diwali,high
Muthiahpuram,harassment,2,2023,10,31,2,Christmas,low
Beach Road,assault,10,2023,9,17,10,,low
New Colony,robbery,1,2024,3,13,17,Diwali,moderate
Beach Road,drug abuse,10,2023,10,12,8,Vishu,high
Athimarapatti,harassment,2,2023,8,2,0,Ayudha Pooja,high
Bryant Nagar,harassment,6,2023,5,4,11,New Year,low
Nazreth,vandalism,10,2023,12,2,6,Ayudha Pooja,low
Victoria Extension,drug abuse,5,2024,7,6,18,Vishu,high
Victoria Extension,drug abuse,6,2024,4,4,23,Diwali,high
New Colony,drug abuse,9,2023,8,23,11,Pongal,moderate
New Colony,murder,2,2024,7,2,2,Diwali,high
Therespuram,harassment,6,2023,9,2,18,Ayudha Pooja,high
Athimarapatti,murder,1,2023,10,1,1,New Year,high
Nazreth,harassment,5,2024,5,5,5,Ayudha Pooja,low
Kovilpillai Nagar,vandalism,9,2023,6,8,20,Christmas,moderate
Thoothukudi Port,vandalism,10,2023,2,28,20,Christmas,moderate
New Colony,robbery,4,2023,7,18,15,Pongal,high
Nazreth,murder,8,2024,7,25,13,Pongal,low
Therespuram,theft,4,2023,9,22,15,Christmas,high
Victoria Extension,theft,7,2024,5,18,5,Pongal,low
Third Mile,murder,5,2023,2,7,14,New Year,low
Athimarapatti,harassment,5,2024,8,13,15,Diwali,low
Kovilpillai Nagar,robbery,4,2024,6,17,8,,moderate
Third Mile,harassment,2,2024,3,31,15,New Year,low
Millerpuram,harassment,7,2023,3,1,0,New Year,moderate
Pearl City,vandalism,5,2024,7,26,16,Ayudha Pooja,moderate
Mattakadai,theft,3,2023,5,27,11,Ayudha Pooja,low
Muthiahpuram,drug abuse,10,2024,12,29,8,,moderate
Millerpuram,vandalism,9,2023,1,27,19,Ayudha Pooja,high
Third Mile,theft,8,2023,1,12,22,New Year,moderate
Thoothukudi Port,vandalism,8,2024,6,8,2,New Year,low
Kovilpillai Nagar,theft,3,2024,5,17,22,Diwali,high
Athimarapatti,drug abuse,1,2024,6,26,6,Diwali,low
Beach Road,harassment,7,2023,5,21,2,,low
Victoria Extension,assault,10,2024,7,15,15,New Year,high
Mattakadai,assault,1,2024,3,17,18,,low
Third Mile,theft,9,2023,12,10,8,,low
Tiruchendur Road,drug abuse,9,2024,4,11,2,,moderate
New Colony,drug abuse,3,2024,5,15,16,,moderate
Victoria Extension,assault,4,2023,3,30,9,Ayudha Pooja,low
Therespuram,robbery,4,2024,3,3,12,Christmas,high
Thoothukudi Port,assault,8,2024,11,5,0,Vishu,high
Bryant Nagar,drug abuse,8,2023,5,8,12,Christmas,high
Millerpuram,robbery,1,2024,2,2,8,Ayudha Pooja,moderate
Pearl City,assault,8,2024,12,14,2,Christmas,moderate
Nazreth,murder,8,2024,9,15,6,New Year,low
Kovilpillai Nagar,assault,2,2023,10,29,12,Ayudha Pooja,moderate
Therespuram,murder,6,2023,7,30,7,Vishu,moderate
Thoothukudi Port,harassment,9,2023,10,16,16,Pongal,moderate
Millerpuram,murder,8,2023,11,26,5,New Year,high
Athimarapatti,drug abuse,10,2023,9,1,21,New Year,low
Mattakadai,drug abuse,10,2023,6,20,23,Pongal,moderate
Beach Road,assault,5,2023,12,18,6,Pongal,moderate
Nazreth,drug abuse,2,2024,7,23,14,Diwali,high
Therespuram,harassment,6,2023,4,9,20,,high
Victoria Extension,vandalism,7,2024,5,18,6,,high
Beach Road,drug abuse,8,2024,4,21,7,,high
Third Mile,harassment,6,2023,9,29,11,Ayudha Pooja,low
Millerpuram,murder,4,2023,9,4,12,New Year,low
Athimarapatti,theft,4,2024,8,16,23,Diwali,moderate
Pearl City,murder,1,2023,3,13,10,Ayudha Pooja,high
Bryant Nagar,vandalism,5,2023,2,23,13,New Year,moderate
Nazreth,drug abuse,5,2024,9,12,11,Ayudha Pooja,low
Therespuram,assault,2,2024,9,3,5,,low
Muthiahpuram,murder,4,2024,5,10,6,Pongal,high
Bryant Nagar,assault,9,2023,6,27,0,Vishu,high
Tiruchendur Road,vandalism,1,2024,7,29,11,Vishu,low
Beach Road,murder,8,2023,2,21,22,Christmas,low
Athimarapatti,vandalism,3,2023,12,14,3,Ayudha Pooja,low
Third Mile,theft,9,2023,5,28,13,Vishu,low
Kovilpillai Nagar,drug abuse,5,2023,2,11,3,Pongal,moderate
Kovilpillai Nagar,assault,2,2023,4,1,2,,low
Tiruchendur Road,assault,8,2024,10,12,3,New Year,high
Kovilpillai Nagar,robbery,4,2024,9,15,20,Diwali,low
Thoothukudi Port,vandalism,5,2024,3,17,7,Christmas,low
Nazreth,drug abuse,5,2023,7,26,6,Diwali,moderate
Mattakadai,theft,7,2023,12,14,12,New Year,moderate
Nazreth,vandalism,1,2024,10,15,19,Christmas,moderate
Nazreth,drug abuse,9,2023,1,20,15,Ayudha Pooja,low
Kovilpillai Nagar,murder,4,2023,9,11,1,Pongal,moderate
Mattakadai,drug abuse,3,2023,10,28,19,Vishu,high
New Colony,robbery,6,2024,8,17,10,Pongal,low
Athimarapatti,drug abuse,10,2023,8,17,7,New Year,high
Muthiahpuram,drug abuse,1,2023,9,18,18,Ayudha Pooja,moderate
Nazreth,robbery,4,2024,3,28,21,Pongal,high
Mattakadai,assault,9,2023,1,17,10,Pongal,low
Third Mile,theft,6,2023,6,30,9,Ayudha Pooja,high
Thoothukudi Port,theft,7,2023,2,17,13,Diwali,moderate
Athimarapatti,theft,1,2024,4,23,0,Christmas,low
Mattakadai,drug abuse,5,2024,8,19,8,,moderate
Millerpuram,murder,9,2023,7,4,4,Vishu,high
New Colony,robbery,2,2023,8,5,20,Pongal,moderate
Tiruchendur Road,harassment,6,2024,2,22,18,Diwali,high
Thoothukudi Port,assault,4,2023,3,13,4,New Year,moderate
Beach Road,vandalism,2,2023,6,15,21,Vishu,moderate
Pearl City,harassment,8,2024,10,24,4,Vishu,low
Thoothukudi Port,drug abuse,3,2024,10,15,9,Christmas,low
Victoria Extension,harassment,1,2024,12,29,3,Christmas,high
Nazreth,murder,1,2024,2,17,4,Diwali,high
Victoria Extension,assault,4,2024,11,12,6,Christmas,moderate
Tiruchendur Road,murder,8,2024,12,11,22,,high
Therespuram,robbery,2,2024,1,8,2,Christmas,moderate
New Colony,harassment,9,2023,4,4,9,Vishu,low
Beach Road,vandalism,1,2024,11,16,2,Ayudha Pooja,high
Muthiahpuram,assault,1,2024,1,17,11,Diwali,high
Muthiahpuram,vandalism,1,2024,11,11,22,Pongal,high
Third Mile,murder,3,2023,11,17,18,New Year,low
Athimarapatti,harassment,2,2023,3,19,23,Vishu,low
Muthiahpuram,vandalism,1,2023,11,29,1,Christmas,low
Tiruchendur Road,theft,6,2024,2,21,11,Pongal,moderate
Beach Road,harassment,3,2023,3,27,23,Diwali,moderate
Kovilpillai Nagar,robbery,4,2024,5,7,19,New Year,moderate
New Colony,theft,5,2023,2,3,6,Ayudha Pooja,moderate
New Colony,murder,1,2023,3,15,20,,low
Beach Road,robbery,8,2023,2,8,5,Christmas,low
Nazreth,assault,3,2024,11,22,11,Christmas,low
Bryant Nagar,murder,7,2024,2,10,7,Vishu,moderate
Beach Road,vandalism,2,2024,3,6,8,Vishu,moderate
Victoria Extension,theft,2,2024,3,15,23,Ayudha Pooja,moderate
Athimarapatti,vandalism,6,2023,2,11,16,Christmas,moderate
Mattakadai,drug abuse,9,2024,1,1,9,Pongal,high
Nazreth,murder,10,2024,7,29,12,Vishu,high
Therespuram,robbery,5,2024,5,28,7,New Year,moderate
Kovilpillai Nagar,theft,3,2024,8,5,21,Vishu,high
Mattakadai,assault,3,2024,1,29,10,New Year,high
Victoria Extension,theft,1,2023,11,10,11,Vishu,high
Athimarapatti,murder,3,2023,1,25,5,Ayudha Pooja,high
Beach Road,vandalism,4,2024,6,22,20,Diwali,moderate
Pearl City,harassment,2,2024,10,21,6,Pongal,low
Mattakadai,theft,3,2023,6,7,10,New Year,high
Kovilpillai Nagar,vandalism,9,2024,9,23,21,Vishu,moderate
Muthiahpuram,murder,9,2023,10,7,6,Ayudha Pooja,moderate
Thoothukudi Port,drug abuse,5,2023,6,3,0,Diwali,low
Pearl City,theft,9,2024,3,5,10,New Year,low
Kovilpillai Nagar,theft,10,2024,8,11,12,Vishu,low
Beach Road,assault,9,2024,2,20,20,New Year,moderate
Tiruchendur Road,theft,8,2024,6,7,8,Diwali,high
Millerpuram,assault,8,2023,10,22,14,,high
Beach Road,assault,7,2023,8,29,20,Vishu,high
Thoothukudi Port,robbery,3,2024,4,10,1,Pongal,low
Mattakadai,robbery,4,2023,1,29,21,Pongal,low
Nazreth,drug abuse,5,2024,8,28,0,New Year,high
Therespuram,robbery,10,2024,3,31,16,,high
Millerpuram,drug abuse,3,2023,10,17,17,Diwali,high
Mattakadai,theft,8,2023,10,9,22,Vishu,low
Kovilpillai Nagar,vandalism,7,2024,9,9,2,Christmas,high
Kovilpillai Nagar,theft,6,2023,1,4,5,Pongal,low
Nazreth,harassment,8,2023,11,14,4,,moderate
Mattakadai,theft,7,2023,7,9,19,Diwali,high
Therespuram,murder,8,2023,10,21,16,,high
Muthiahpuram,robbery,7,2023,1,23,6,Christmas,moderate
Kovilpillai Nagar,drug abuse,8,2024,2,19,1,Diwali,low
Beach Road,harassment,1,2024,7,3,11,Pongal,moderate
New Colony,assault,2,2023,6,21,1,Christmas,low
Beach Road,harassment,7,2023,2,27,4,Ayudha Pooja,low
Kovilpillai Nagar,theft,2,2023,9,26,9,Diwali,high
Millerpuram,theft,10,2023,6,29,5,New Year,low
Beach Road,assault,7,2023,2,5,14,Pongal,low
Tiruchendur Road,assault,9,2023,8,6,17,Vishu,high
Pearl City,theft,2,2023,12,20,22,Vishu,moderate
Nazreth,theft,3,2023,7,6,4,Vishu,high
Bryant Nagar,theft,5,2023,3,8,9,Christmas,moderate
Athimarapatti,harassment,8,2024,9,21,12,,moderate
Therespuram,murder,3,2024,12,16,3,,high
Kovilpillai Nagar,robbery,3,2023,9,26,6,New Year,high
Millerpuram,drug abuse,7,2024,6,23,5,Pongal,high
Nazreth,assault,1,2023,5,17,0,New Year,low
Bryant Nagar,drug abuse,4,2024,9,9,16,Pongal,low
Bryant Nagar,assault,3,2024,4,27,9,Diwali,high
Muthiahpuram,vandalism,8,2023,3,2,14,New Year,low
New Colony,robbery,8,2023,12,4,23,Diwali,moderate
Beach Road,drug abuse,3,2024,3,9,12,New Year,moderate
Muthiahpuram,harassment,4,2023,12,8,12,Ayudha Pooja,moderate
Athimarapatti,robbery,7,2024,5,5,20,Diwali,low
Beach Road,vandalism,8,2024,5,7,4,Ayudha Pooja,low
Nazreth,drug abuse,6,2024,2,29,6,Ayudha Pooja,high
Beach Road,robbery,5,2024,5,10,3,,high
Millerpuram,robbery,3,2024,10,8,6,Ayudha Pooja,low
New Colony,drug abuse,2,2024,7,20,10,Christmas,high
Mattakadai,harassment,5,2023,4,30,11,,low
Pearl City,vandalism,8,2024,4,1,22,Vishu,low
Athimarapatti,theft,4,2023,3,14,14,Ayudha Pooja,moderate
Beach Road,vandalism,2,2023,2,22,12,New Year,high
Millerpuram,vandalism,5,2024,10,10,3,Christmas,low
Victoria Extension,harassment,8,2023,5,29,16,Ayudha Pooja,high
Millerpuram,vandalism,8,2024,4,29,8,Pongal,low
Therespuram,vandalism,4,2024,3,13,19,Ayudha Pooja,low
Nazreth,harassment,8,2023,12,31,14,Ayudha Pooja,high
Athimarapatti,harassment,5,2024,1,15,11,Ayudha Pooja,high
Muthiahpuram,assault,1,2023,11,3,3,New Year,low
Thoothukudi Port,harassment,4,2024,4,29,2,Diwali,low
Victoria Extension,drug abuse,4,2023,7,5,23,Ayudha Pooja,high
Athimarapatti,harassment,10,2023,8,21,13,New Year,moderate
Muthiahpuram,harassment,5,2023,6,19,1,New Year,high
Tiruchendur Road,drug abuse,1,2023,9,26,20,Diwali,moderate
Thoothukudi Port,harassment,7,2024,6,24,8,New Year,high
Thoothukudi Port,theft,7,2024,10,11,0,Pongal,high
Thoothukudi Port,vandalism,4,2024,9,2,14,,low
Third Mile,robbery,4,2023,5,29,9,Pongal,moderate
Tiruchendur Road,vandalism,8,2024,4,24,14,Christmas,high
Thoothukudi Port,theft,7,2023,10,27,5,,moderate
Pearl City,assault,5,2024,2,16,0,Christmas,moderate
Victoria Extension,vandalism,5,2024,10,25,7,Ayudha Pooja,moderate
Pearl City,harassment,3,2023,10,13,2,Pongal,low
Nazreth,murder,7,2024,7,5,20,Christmas,moderate
New Colony,robbery,7,2024,1,24,15,Ayudha Pooja,high
Muthiahpuram,drug abuse,5,2024,4,28,6,Diwali,low
Athimarapatti,vandalism,2,2024,4,27,1,Vishu,moderate
Therespuram,vandalism,5,2023,1,3,15,Vishu,moderate
Victoria Extension,harassment,7,2024,9,22,23,Diwali,high
Mattakadai,assault,1,2024,8,4,8,Christmas,low
Thoothukudi Port,drug abuse,1,2023,3,30,23,,moderate
Pearl City,murder,9,2024,6,28,7,Christmas,low
Beach Road,robbery,2,2024,1,11,22,Vishu,high
Third Mile,harassment,4,2023,1,11,0,Pongal,moderate
Millerpuram,murder,3,2024,7,12,8,Vishu,high
Kovilpillai Nagar,vandalism,1,2023,10,24,2,New Year,high
Beach Road,vandalism,5,2024,2,27,8,New Year,high
Victoria Extension,assault,7,2023,6,15,4,New Year,moderate
Third Mile,murder,2,2023,8,30,19,New Year,high
Kovilpillai Nagar,murder,10,2024,9,24,23,Pongal,low
Victoria Extension,murder,10,2024,4,14,6,Diwali,high
Tiruchendur Road,murder,8,2023,6,5,21,Diwali,moderate
Therespuram,drug abuse,5,2024,6,20,23,,low
Therespuram,robbery,9,2024,9,9,6,,high
Pearl City,assault,5,2023,5,7,14,Christmas,low
Kovilpillai Nagar,harassment,2,2024,10,19,20,Christmas,high
Muthiahpuram,murder,7,2024,4,2,1,,low
Third Mile,drug abuse,9,2023,1,22,13,,low
Nazreth,harassment,3,2024,1,29,19,Christmas,low
Nazreth,murder,8,2024,6,12,23,,low
Victoria Extension,robbery,3,2024,8,22,15,,low
Bryant Nagar,vandalism,7,2023,1,17,12,New Year,low
Millerpuram,drug abuse,2,2024,7,20,16,Diwali,low
Thoothukudi Port,drug abuse,8,2024,4,18,13,Vishu,moderate
Kovilpillai Nagar,murder,3,2024,11,27,6,Christmas,low
Muthiahpuram,drug abuse,8,2023,10,19,0,Ayudha Pooja,moderate
Pearl City,harassment,2,2023,6,10,1,New Year,high
Kovilpillai Nagar,theft,3,2024,1,14,5,Diwali,high
Athimarapatti,assault,7,2024,7,17,21,Ayudha Pooja,low
Victoria Extension,assault,8,2023,10,5,6,Vishu,high
Beach Road,assault,6,2023,7,11,15,Pongal,high
Mattakadai,vandalism,6,2023,11,24,4,Christmas,moderate
Therespuram,assault,6,2023,8,10,22,,high
Bryant Nagar,theft,2,2023,5,25,3,Diwali,moderate
Victoria Extension,robbery,6,2024,10,30,15,Christmas,moderate
Third Mile,assault,9,2023,1,15,6,Diwali,moderate
Tiruchendur Road,murder,10,2024,1,31,8,,moderate
Tiruchendur Road,drug abuse,9,2023,9,30,15,Pongal,moderate
Millerpuram,drug abuse,5,2023,5,21,6,Vishu,moderate
Beach Road,vandalism,9,2023,9,18,6,Diwali,high
Therespuram,murder,1,2023,4,2,22,Ayudha Pooja,high
Third Mile,assault,2,2024,2,13,22,Vishu,low
Third Mile,harassment,5,2024,11,3,7,Ayudha Pooja,moderate
Muthiahpuram,murder,10,2024,7,12,3,Vishu,high
Athimarapatti,harassment,4,2024,8,25,10,Vishu,low
Muthiahpuram,drug abuse,10,2024,4,6,1,Diwali,low
Bryant Nagar,assault,10,2023,11,5,17,Christmas,moderate
Kovilpillai Nagar,drug abuse,2,2024,7,21,8,Diwali,moderate
Tiruchendur Road,drug abuse,7,2024,9,28,5,Ayudha Pooja,moderate
Tiruchendur Road,murder,6,2024,9,29,16,New Year,moderate
Muthiahpuram,theft,6,2023,1,27,13,Christmas,high
Athimarapatti,murder,8,2023,11,4,22,New Year,moderate
Pearl City,theft,2,2024,8,7,3,Ayudha Pooja,low
Millerpuram,assault,3,2023,3,20,0,Diwali,high
Nazreth,theft,5,2024,11,15,21,Ayudha Pooja,moderate
Third Mile,murder,9,2023,11,22,17,,low
New Colony,murder,3,2023,1,5,4,Ayudha Pooja,moderate
Therespuram,robbery,2,2023,5,6,14,Diwali,high
Pearl City,assault,10,2023,7,23,6,Pongal,high
Pearl City,murder,7,2024,3,19,21,Pongal,moderate
Thoothukudi Port,drug abuse,2,2024,2,19,22,Ayudha Pooja,low
Third Mile,theft,5,2023,3,31,23,New Year,moderate
Pearl City,harassment,4,2024,8,18,9,Diwali,low
Tiruchendur Road,murder,8,2024,5,8,19,Ayudha Pooja,high
Therespuram,harassment,5,2024,6,24,11,Vishu,moderate
Nazreth,vandalism,5,2024,9,7,21,Vishu,low
Nazreth,vandalism,8,2023,7,29,20,Christmas,low
Thoothukudi Port,vandalism,6,2023,7,22,13,,low
Thoothukudi Port,drug abuse,2,2024,3,26,8,,low
Third Mile,drug abuse,6,2024,3,16,17,Vishu,high
Tiruchendur Road,assault,8,2023,7,7,10,Ayudha Pooja,high
Tiruchendur Road,murder,5,2023,12,12,0,Ayudha Pooja,low
New Colony,robbery,2,2023,4,11,17,New Year,low
Kovilpillai Nagar,assault,3,2024,9,16,16,Ayudha Pooja,high
